0.0000e+00	 3.4664e+01
1.0000e+00	 3.2409e+01
2.0000e+00	 3.1720e+01
3.0000e+00	 3.1633e+01
4.0000e+00	 3.2007e+01
5.0000e+00	 3.1751e+01
6.0000e+00	 3.1608e+01
7.0000e+00	 3.1760e+01
8.0000e+00	 3.1888e+01
9.0000e+00	 3.2348e+01
1.0000e+01	 3.0441e+01
1.1000e+01	 3.0776e+01
1.2000e+01	 3.0675e+01
1.3000e+01	 3.0844e+01
1.4000e+01	 3.1042e+01
1.5000e+01	 3.1204e+01
1.6000e+01	 3.0503e+01
1.7000e+01	 3.0723e+01
1.8000e+01	 3.0764e+01
1.9000e+01	 3.0988e+01
2.0000e+01	 3.0807e+01
2.1000e+01	 3.1117e+01
2.2000e+01	 3.0934e+01
2.3000e+01	 3.1009e+01
2.4000e+01	 3.1100e+01
2.5000e+01	 3.1170e+01
2.6000e+01	 3.1304e+01
2.7000e+01	 3.1332e+01
2.8000e+01	 3.1485e+01
2.9000e+01	 3.1464e+01
3.0000e+01	 3.1744e+01
3.1000e+01	 3.1677e+01
3.2000e+01	 3.1681e+01
3.3000e+01	 3.1773e+01
3.4000e+01	 3.1859e+01
3.5000e+01	 3.1763e+01
3.6000e+01	 3.1884e+01
3.7000e+01	 3.1839e+01
3.8000e+01	 3.2005e+01
3.9000e+01	 3.1968e+01
4.0000e+01	 3.2017e+01
4.1000e+01	 3.2006e+01
4.2000e+01	 3.2026e+01
4.3000e+01	 3.1969e+01
4.4000e+01	 3.2022e+01
4.5000e+01	 3.1986e+01
4.6000e+01	 3.2040e+01
4.7000e+01	 3.2072e+01
4.8000e+01	 3.2142e+01
4.9000e+01	 3.2104e+01
5.0000e+01	 3.2217e+01
5.1000e+01	 3.2152e+01
5.2000e+01	 3.2238e+01
5.3000e+01	 3.2226e+01
5.4000e+01	 3.2287e+01
5.5000e+01	 3.2305e+01
5.6000e+01	 3.2333e+01
5.7000e+01	 3.2360e+01
5.8000e+01	 3.2354e+01
5.9000e+01	 3.2368e+01
6.0000e+01	 3.2420e+01
6.1000e+01	 3.2393e+01
6.2000e+01	 3.2403e+01
6.3000e+01	 3.2419e+01
6.4000e+01	 3.2424e+01
6.5000e+01	 3.2481e+01
6.6000e+01	 3.2483e+01
6.7000e+01	 3.2386e+01
6.8000e+01	 3.2442e+01
6.9000e+01	 3.2439e+01
7.0000e+01	 3.2478e+01
7.1000e+01	 3.2454e+01
7.2000e+01	 3.2502e+01
7.3000e+01	 3.2491e+01
7.4000e+01	 3.2521e+01
7.5000e+01	 3.2486e+01
7.6000e+01	 3.2547e+01
7.7000e+01	 3.2525e+01
7.8000e+01	 3.2542e+01
7.9000e+01	 3.2504e+01
8.0000e+01	 3.2524e+01
8.1000e+01	 3.2562e+01
8.2000e+01	 3.2544e+01
8.3000e+01	 3.2587e+01
8.4000e+01	 3.2562e+01
8.5000e+01	 3.2560e+01
8.6000e+01	 3.2600e+01
8.7000e+01	 3.2569e+01
8.8000e+01	 3.2583e+01
8.9000e+01	 3.2601e+01
9.0000e+01	 3.2583e+01	
