0.0000e+00	 4.0857e+02	 9.2214e+03	 5.0000e-03
1.0000e+00	 3.1433e+02	 3.1136e+03	 5.0000e-03
2.0000e+00	 2.8844e+02	 1.4964e+03	 5.0500e-03
3.0000e+00	 2.7310e+02	 1.3910e+03	 5.1005e-03
4.0000e+00	 2.6219e+02	 1.3428e+03	 5.1515e-03
5.0000e+00	 2.5933e+02	 1.6059e+03	 5.2030e-03
6.0000e+00	 2.5474e+02	 1.8081e+03	 5.2551e-03
7.0000e+00	 2.4944e+02	 1.9282e+03	 5.3076e-03
8.0000e+00	 2.4928e+02	 1.3698e+03	 5.3607e-03
9.0000e+00	 2.5156e+02	 1.8923e+03	 5.4143e-03
1.0000e+01	 2.1540e+02	 1.7143e+03	 2.7071e-03
1.1000e+01	 1.9551e+02	 1.3724e+03	 2.7342e-03
1.2000e+01	 1.8635e+02	 1.3504e+03	 2.7616e-03
1.3000e+01	 1.8155e+02	 1.3450e+03	 2.7892e-03
1.4000e+01	 1.7973e+02	 1.4228e+03	 2.8171e-03
1.5000e+01	 1.8436e+02	 4.2922e+03	 2.8452e-03
1.6000e+01	 1.6202e+02	 4.1648e+03	 1.4226e-03
1.7000e+01	 1.4866e+02	 2.1113e+03	 1.4368e-03
1.8000e+01	 1.4218e+02	 1.3447e+03	 1.4512e-03
1.9000e+01	 1.3826e+02	 1.3455e+03	 1.4657e-03
2.0000e+01	 1.3520e+02	 3.6999e+03	 1.4804e-03
2.1000e+01	 1.3527e+02	 8.3840e+03	 1.4952e-03
2.2000e+01	 1.2583e+02	 8.4263e+03	 7.4759e-04
2.3000e+01	 1.1927e+02	 8.3906e+03	 7.5507e-04
2.4000e+01	 1.1693e+02	 8.9895e+03	 7.6262e-04
2.5000e+01	 1.1569e+02	 2.1009e+03	 7.7024e-04
2.6000e+01	 1.1241e+02	 1.6802e+03	 7.7795e-04
2.7000e+01	 1.1025e+02	 1.3860e+03	 7.8573e-04
2.8000e+01	 1.0899e+02	 1.3717e+03	 7.9358e-04
2.9000e+01	 1.0885e+02	 1.4178e+03	 8.0152e-04
3.0000e+01	 1.0901e+02	 1.3938e+03	 8.0954e-04
3.1000e+01	 1.0422e+02	 1.3788e+03	 4.0477e-04
3.2000e+01	 1.0026e+02	 1.3549e+03	 4.0882e-04
3.3000e+01	 9.8637e+01	 1.3665e+03	 4.1290e-04
3.4000e+01	 9.7698e+01	 1.3723e+03	 4.1703e-04
3.5000e+01	 9.6587e+01	 1.3960e+03	 4.2120e-04
3.6000e+01	 9.5636e+01	 1.4073e+03	 4.2541e-04
3.7000e+01	 9.4976e+01	 1.3772e+03	 4.2967e-04
3.8000e+01	 9.4162e+01	 1.3823e+03	 4.3397e-04
3.9000e+01	 9.3861e+01	 1.3824e+03	 4.3831e-04
4.0000e+01	 9.3505e+01	 1.3829e+03	 4.4269e-04
4.1000e+01	 9.4914e+01	 1.4235e+03	 4.4712e-04
4.2000e+01	 9.2917e+01	 1.3842e+03	 2.2356e-04
4.3000e+01	 9.0689e+01	 1.3915e+03	 2.2579e-04
4.4000e+01	 8.8834e+01	 1.4234e+03	 2.2805e-04
4.5000e+01	 8.7856e+01	 1.4132e+03	 2.3033e-04
4.6000e+01	 8.7293e+01	 1.4169e+03	 2.3263e-04
4.7000e+01	 8.6684e+01	 1.3794e+03	 2.3496e-04
4.8000e+01	 8.6141e+01	 1.3931e+03	 2.3731e-04
4.9000e+01	 8.5731e+01	 1.3949e+03	 2.3968e-04
5.0000e+01	 8.5448e+01	 1.3889e+03	 2.4208e-04
5.1000e+01	 8.5095e+01	 1.4000e+03	 2.4450e-04
5.2000e+01	 8.5142e+01	 1.3757e+03	 2.4695e-04
5.3000e+01	 8.3695e+01	 1.3944e+03	 1.2347e-04
5.4000e+01	 8.2785e+01	 1.3887e+03	 1.2471e-04
5.5000e+01	 8.2270e+01	 1.3964e+03	 1.2596e-04
5.6000e+01	 8.1982e+01	 1.3946e+03	 1.2721e-04
5.7000e+01	 8.1674e+01	 1.3834e+03	 1.2849e-04
5.8000e+01	 8.1366e+01	 1.3779e+03	 1.2977e-04
5.9000e+01	 8.1137e+01	 1.4111e+03	 1.3107e-04
6.0000e+01	 8.0938e+01	 1.3890e+03	 1.3238e-04
6.1000e+01	 8.0860e+01	 1.3625e+03	 1.3370e-04
6.2000e+01	 8.0687e+01	 1.3824e+03	 1.3504e-04
6.3000e+01	 8.0488e+01	 1.3695e+03	 1.3639e-04
6.4000e+01	 8.0369e+01	 1.4315e+03	 1.3776e-04
6.5000e+01	 8.0172e+01	 1.4213e+03	 1.3913e-04
6.6000e+01	 7.9931e+01	 1.4258e+03	 1.4052e-04
6.7000e+01	 7.9855e+01	 1.4032e+03	 1.4193e-04
6.8000e+01	 8.0155e+01	 1.4321e+03	 1.4335e-04
6.9000e+01	 7.9078e+01	 1.3959e+03	 7.1674e-05
7.0000e+01	 7.8430e+01	 1.3680e+03	 7.2391e-05
7.1000e+01	 7.8104e+01	 1.3773e+03	 7.3115e-05
7.2000e+01	 7.7892e+01	 1.3634e+03	 7.3846e-05
7.3000e+01	 7.7699e+01	 1.3556e+03	 7.4585e-05
7.4000e+01	 7.7562e+01	 1.3508e+03	 7.5330e-05
7.5000e+01	 7.7413e+01	 1.3691e+03	 7.6084e-05
7.6000e+01	 7.7267e+01	 1.3716e+03	 7.6845e-05
7.7000e+01	 7.7154e+01	 1.3378e+03	 7.7613e-05
7.8000e+01	 7.7037e+01	 1.3815e+03	 7.8389e-05
7.9000e+01	 7.6916e+01	 1.3791e+03	 7.9173e-05
8.0000e+01	 7.6833e+01	 1.4038e+03	 7.9965e-05
8.1000e+01	 7.6744e+01	 1.3717e+03	 8.0764e-05
8.2000e+01	 7.6648e+01	 1.3752e+03	 8.1572e-05
8.3000e+01	 7.6577e+01	 1.3596e+03	 8.2388e-05
8.4000e+01	 7.6648e+01	 1.3858e+03	 8.3212e-05
8.5000e+01	 7.6240e+01	 1.3810e+03	 4.1606e-05
8.6000e+01	 7.5832e+01	 1.4188e+03	 4.2022e-05
8.7000e+01	 7.5629e+01	 1.3930e+03	 4.2442e-05
8.8000e+01	 7.5495e+01	 1.3968e+03	 4.2867e-05
8.9000e+01	 7.5395e+01	 1.3929e+03	 4.3295e-05
9.0000e+01	 7.5309e+01	 1.4048e+03	 4.3728e-05	
