0.0000e+00	 3.3437e+01
1.0000e+00	 3.0568e+01
2.0000e+00	 3.0364e+01
3.0000e+00	 3.0452e+01
4.0000e+00	 3.0483e+01
5.0000e+00	 3.0907e+01
6.0000e+00	 3.1173e+01
7.0000e+00	 3.2643e+01
8.0000e+00	 2.9857e+01
9.0000e+00	 2.9928e+01
1.0000e+01	 3.1328e+01
1.1000e+01	 3.0696e+01
1.2000e+01	 3.0113e+01
1.3000e+01	 3.0208e+01
1.4000e+01	 3.0412e+01
1.5000e+01	 3.0629e+01
1.6000e+01	 3.0820e+01
1.7000e+01	 3.0948e+01
1.8000e+01	 3.1017e+01
1.9000e+01	 3.1152e+01
2.0000e+01	 3.1260e+01
2.1000e+01	 3.1290e+01
2.2000e+01	 3.1452e+01
2.3000e+01	 3.1400e+01
2.4000e+01	 3.1558e+01
2.5000e+01	 3.1333e+01
2.6000e+01	 3.1431e+01
2.7000e+01	 3.1528e+01
2.8000e+01	 3.1601e+01
2.9000e+01	 3.1763e+01
3.0000e+01	 3.1855e+01
3.1000e+01	 3.1887e+01
3.2000e+01	 3.1880e+01
3.3000e+01	 3.2019e+01
3.4000e+01	 3.2034e+01
3.5000e+01	 3.2043e+01
3.6000e+01	 3.2080e+01
3.7000e+01	 3.2079e+01
3.8000e+01	 3.2045e+01
3.9000e+01	 3.2080e+01
4.0000e+01	 3.2105e+01
4.1000e+01	 3.2158e+01
4.2000e+01	 3.2242e+01
4.3000e+01	 3.2259e+01
4.4000e+01	 3.2221e+01
4.5000e+01	 3.2265e+01
4.6000e+01	 3.2316e+01
4.7000e+01	 3.2324e+01
4.8000e+01	 3.2364e+01
4.9000e+01	 3.2377e+01
5.0000e+01	 3.2384e+01
5.1000e+01	 3.2440e+01	
