0.0000e+00	 4.0456e+02	 3.7679e+03	 5.0000e-03
1.0000e+00	 2.9778e+02	 2.7545e+03	 5.0000e-03
2.0000e+00	 2.6393e+02	 2.7477e+03	 5.0500e-03
3.0000e+00	 2.4298e+02	 2.8404e+03	 5.1005e-03
4.0000e+00	 2.2549e+02	 2.7368e+03	 5.1515e-03
5.0000e+00	 2.1176e+02	 2.6580e+03	 5.2030e-03
6.0000e+00	 2.0327e+02	 2.6082e+03	 5.2551e-03
7.0000e+00	 2.0845e+02	 2.7002e+03	 5.3076e-03
8.0000e+00	 1.7656e+02	 2.7278e+03	 2.6538e-03
9.0000e+00	 1.3807e+02	 2.7140e+03	 2.6803e-03
1.0000e+01	 1.3299e+02	 2.7639e+03	 2.7071e-03
1.1000e+01	 1.5650e+02	 2.6940e+03	 2.7342e-03
1.2000e+01	 1.1727e+02	 2.6468e+03	 1.3671e-03
1.3000e+01	 9.6953e+01	 2.6726e+03	 1.3808e-03
1.4000e+01	 8.5066e+01	 2.6582e+03	 1.3946e-03
1.5000e+01	 7.6451e+01	 2.6088e+03	 1.4085e-03
1.6000e+01	 6.9659e+01	 2.6260e+03	 1.4226e-03
1.7000e+01	 6.4720e+01	 2.6256e+03	 1.4368e-03
1.8000e+01	 6.1328e+01	 2.6073e+03	 1.4512e-03
1.9000e+01	 5.8070e+01	 2.6555e+03	 1.4657e-03
2.0000e+01	 5.5395e+01	 2.7099e+03	 1.4804e-03
2.1000e+01	 5.2836e+01	 2.6625e+03	 1.4952e-03
2.2000e+01	 5.1700e+01	 2.6559e+03	 1.5101e-03
2.3000e+01	 4.9431e+01	 2.6352e+03	 1.5252e-03
2.4000e+01	 5.1294e+01	 2.6560e+03	 1.5405e-03
2.5000e+01	 4.7295e+01	 2.6287e+03	 7.7024e-04
2.6000e+01	 3.6955e+01	 2.7079e+03	 7.7795e-04
2.7000e+01	 3.2142e+01	 2.7197e+03	 7.8573e-04
2.8000e+01	 2.9387e+01	 2.5795e+03	 7.9358e-04
2.9000e+01	 2.7224e+01	 2.6105e+03	 8.0152e-04
3.0000e+01	 2.5623e+01	 2.6131e+03	 8.0954e-04
3.1000e+01	 2.4330e+01	 2.6907e+03	 8.1763e-04
3.2000e+01	 2.3375e+01	 2.6154e+03	 8.2581e-04
3.3000e+01	 2.3090e+01	 2.5797e+03	 8.3406e-04
3.4000e+01	 2.1809e+01	 2.6948e+03	 8.4241e-04
3.5000e+01	 2.0804e+01	 2.5877e+03	 8.5083e-04
3.6000e+01	 1.9557e+01	 2.6397e+03	 8.5934e-04
3.7000e+01	 1.9830e+01	 2.5820e+03	 8.6793e-04
3.8000e+01	 1.8051e+01	 2.6636e+03	 4.3397e-04
3.9000e+01	 1.6070e+01	 2.6310e+03	 4.3831e-04
4.0000e+01	 1.4956e+01	 2.5861e+03	 4.4269e-04
4.1000e+01	 1.4230e+01	 2.6086e+03	 4.4712e-04
4.2000e+01	 1.3769e+01	 2.6105e+03	 4.5159e-04
4.3000e+01	 1.3246e+01	 3.2779e+03	 4.5610e-04
4.4000e+01	 1.2797e+01	 4.8002e+03	 4.6066e-04
4.5000e+01	 1.2518e+01	 4.7301e+03	 4.6527e-04
4.6000e+01	 1.2169e+01	 4.7191e+03	 4.6992e-04
4.7000e+01	 1.1786e+01	 4.6971e+03	 4.7462e-04
4.8000e+01	 1.1452e+01	 4.6991e+03	 4.7937e-04
4.9000e+01	 1.1212e+01	 4.7228e+03	 4.8416e-04
5.0000e+01	 1.0991e+01	 4.7039e+03	 4.8900e-04
5.1000e+01	 1.0808e+01	 5.4278e+03	 4.9389e-04	
